,CustomerID,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer,Age
161,11188,Graduate Degree,Management,F,M,0,2,0,4,104279,52,0,"45,55"
162,11189,Graduate Degree,Management,M,S,1,2,0,4,121950,75,0,"45,55"
163,11190,Bachelors ,Management,M,M,1,2,0,5,95877,77,0,"45,55"
164,11191,Bachelors ,Management,F,S,1,3,0,5,80055,47,0,"45,55"
165,11192,Bachelors ,Management,M,M,1,2,0,4,112289,79,0,"45,55"
166,11193,Bachelors ,Management,M,M,1,2,0,4,111071,73,0,"45,55"
167,11194,Bachelors ,Management,F,M,1,2,0,4,89692,51,0,"45,55"
168,11195,Bachelors ,Management,F,M,1,3,0,5,86347,52,0,"45,55"
169,11196,Bachelors ,Management,M,M,1,3,0,5,96935,75,0,"45,55"
170,11197,Bachelors ,Management,F,M,0,1,1,3,86749,57,1,"45,55"
171,11198,Bachelors ,Management,F,S,1,1,1,4,84010,54,0,"45,55"
172,11199,Bachelors ,Management,F,M,1,1,1,4,81296,59,0,"45,55"
173,11200,Bachelors ,Management,M,M,1,1,1,4,101131,96,1,"45,55"
174,11201,Bachelors ,Management,F,M,1,1,1,4,83256,57,0,"45,55"
175,11202,Bachelors ,Management,F,M,0,2,0,5,96418,55,0,"45,55"
176,11203,High School,Professional,M,M,1,2,1,2,55404,83,0,"45,55"
177,11204,High School,Professional,F,M,1,2,1,2,50201,53,0,"45,55"
178,11205,High School,Professional,F,M,1,2,1,2,52116,53,0,"45,55"
179,11206,Partial College,Professional,M,M,1,1,1,2,96883,94,0,"45,55"
180,11208,Bachelors ,Management,F,M,1,0,1,2,81421,54,1,"45,55"
181,11209,Bachelors ,Management,F,M,1,0,1,2,73189,57,1,"45,55"
182,11211,High School,Professional,F,M,1,2,1,2,50320,53,1,"45,55"
183,11212,High School,Professional,F,M,1,2,1,2,48200,53,0,"45,55"
184,11213,Partial College,Professional,F,S,1,2,1,2,69431,51,0,"45,55"
185,11214,Partial College,Professional,M,S,1,2,1,2,91233,84,0,"45,55"
186,11216,Partial College,Professional,F,S,1,2,1,2,79388,53,0,"45,55"
187,11217,Partial College,Professional,F,S,1,2,1,2,81490,55,1,"45,55"
188,11219,High School,Professional,M,M,1,2,1,2,88557,92,0,"45,55"
189,11220,Partial College,Professional,F,M,1,1,1,2,98934,57,0,"45,55"
190,11221,Partial College,Professional,M,M,1,1,2,4,107014,110,0,"45,55"
191,11222,Bachelors ,Management,F,M,1,1,1,3,97838,65,0,"45,55"
192,11223,High School,Professional,F,S,1,2,1,2,93756,60,1,"45,55"
193,11224,High School,Professional,F,S,1,2,1,2,58807,52,0,"45,55"
194,11225,Partial College,Professional,F,M,1,1,1,2,75300,53,0,"45,55"
195,11226,Partial College,Professional,F,M,1,1,1,2,69781,59,0,"45,55"
196,11227,Partial College,Professional,M,S,1,2,1,2,107126,92,1,"45,55"
197,11228,Partial College,Professional,F,M,1,2,1,2,83120,63,1,"45,55"
198,11229,Partial College,Professional,M,S,1,1,2,4,79403,96,0,"45,55"
199,11230,Partial College,Professional,F,M,0,2,2,4,82373,68,0,"45,55"
200,11231,High School,Professional,M,M,1,2,1,2,82678,89,0,"45,55"
201,11232,High School,Professional,F,M,0,2,1,3,89815,58,1,"45,55"
202,11233,Partial College,Professional,M,M,1,2,2,4,95975,108,0,"45,55"
203,11234,Partial College,Professional,F,S,1,2,2,4,81567,58,1,"45,55"
204,11235,Partial College,Professional,M,M,1,2,2,4,97258,109,0,"45,55"
205,11236,Partial College,Professional,M,S,1,2,2,5,104005,107,1,"45,55"
206,11237,Bachelors ,Management,M,S,0,4,3,3,164291,126,1,"25,45"
207,11238,Bachelors ,Management,F,S,0,4,3,3,138418,80,1,"25,45"
208,11239,Partial College,Professional,F,M,0,2,4,4,123475,98,0,"25,45"
209,11240,Partial College,Professional,F,M,1,4,3,3,136555,88,1,"25,45"
210,11241,Partial College,Professional,F,S,1,4,3,3,114730,80,1,"25,45"
211,11242,Partial College,Professional,M,M,1,3,4,4,160265,153,1,"25,45"
212,11243,Partial College,Professional,F,M,1,3,3,3,131035,89,0,"25,45"
213,11244,Bachelors ,Management,F,S,0,3,3,3,139552,81,1,"25,45"
214,11245,High School,Professional,M,M,0,4,4,4,154573,147,1,"25,45"
215,11246,High School,Professional,F,M,0,4,4,4,136970,99,0,"25,45"
216,11248,Partial College,Professional,M,M,1,4,4,4,165394,157,1,"25,45"
217,11249,Partial College,Professional,F,M,1,3,4,4,128534,94,1,"25,45"
218,11250,High School,Professional,F,M,1,2,4,4,140179,98,0,"25,45"
219,11251,High School,Professional,M,S,0,2,0,4,50003,55,0,>=55
220,11252,Graduate Degree,Management,M,S,1,1,0,3,139004,71,0,>=55
221,11253,Graduate Degree,Management,M,M,1,2,0,2,127974,72,0,>=55
222,11254,Graduate Degree,Management,M,M,1,2,0,4,101550,71,0,>=55
223,11256,Graduate Degree,Management,F,M,1,2,0,4,88902,44,0,>=55
224,11257,Graduate Degree,Management,F,S,1,4,2,2,146565,59,0,>=55
225,11259,Partial College,Professional,F,M,1,4,1,4,96421,65,0,"25,45"
226,11260,Bachelors ,Management,F,M,1,3,2,2,127739,80,1,"25,45"
227,11261,Graduate Degree,Management,F,M,1,1,2,2,154474,79,0,"25,45"
228,11262,Bachelors ,Management,F,M,1,0,3,4,97283,89,0,"25,45"
229,11263,Partial College,Professional,F,M,1,3,5,5,104042,99,0,"25,45"
230,11264,Partial College,Professional,M,S,0,3,5,5,122978,154,1,"25,45"
231,11265,Partial College,Professional,F,M,1,3,5,5,91607,98,1,"25,45"
232,11266,Partial College,Professional,F,S,0,1,0,0,98748,51,0,"25,45"
233,11267,Partial College,Professional,M,S,1,4,2,4,169568,115,1,"25,45"
234,11268,Graduate Degree,Management,F,M,1,2,2,2,145275,80,0,"25,45"
235,11269,Graduate Degree,Management,M,M,1,2,2,2,173834,119,1,"25,45"
236,11270,Graduate Degree,Management,M,M,1,3,2,2,180861,119,1,"25,45"
237,11271,Bachelors ,Management,F,S,0,4,0,2,141306,53,1,"25,45"
238,11272,Partial College,Professional,F,S,1,0,3,4,72083,73,1,"25,45"
239,11273,Partial College,Professional,M,M,1,0,1,2,116585,105,0,"25,45"
240,11274,Graduate Degree,Management,M,M,1,2,0,2,75549,61,0,>=55
241,11275,Graduate Degree,Management,F,M,1,2,0,4,112925,48,0,>=55
242,11276,Partial College,Professional,F,M,1,2,3,4,102901,86,1,"25,45"
243,11277,Partial College,Professional,M,M,1,2,3,4,125463,134,1,"25,45"
244,11279,Partial College,Professional,F,M,1,1,0,0,86138,52,0,"25,45"
245,11280,Partial College,Professional,M,M,1,1,0,0,125485,92,1,"25,45"
246,11281,Bachelors ,Management,F,S,1,4,2,4,127801,74,1,"25,45"
247,11282,Partial College,Professional,M,M,1,4,4,5,105527,146,1,"25,45"
248,11283,Bachelors ,Management,M,M,1,2,3,3,155993,136,1,"25,45"
249,11286,Graduate Degree,Management,M,M,1,4,0,0,169863,93,0,"25,45"
250,11287,Partial College,Professional,M,M,0,3,4,5,97392,140,1,"25,45"
251,11289,Bachelors ,Management,F,M,1,1,3,3,123794,85,1,"25,45"
252,11290,Bachelors ,Management,F,M,1,3,3,3,145642,88,1,"25,45"
253,11291,Bachelors ,Management,F,M,1,3,3,3,130738,89,0,"25,45"
254,11292,Partial College,Professional,M,S,0,3,2,2,150167,112,1,"25,45"
255,11293,High School,Professional,M,S,0,2,0,2,96447,71,1,"25,45"
256,11294,High School,Professional,M,M,0,2,0,2,92889,84,0,"25,45"
257,11295,Partial High School,Skilled Manual,F,S,1,2,0,2,89097,47,1,"25,45"
258,11296,Graduate Degree,Management,F,S,1,2,0,2,82760,47,0,>=55
259,11297,Graduate Degree,Management,M,S,1,2,0,4,109129,68,0,>=55
260,11298,Graduate Degree,Management,M,M,1,2,0,4,112116,73,0,>=55
261,11299,Graduate Degree,Management,M,M,1,2,0,4,117520,72,0,>=55
262,11300,Partial College,Professional,M,M,0,3,4,5,122139,152,1,"25,45"
263,11301,Partial College,Professional,M,M,1,4,4,5,127971,145,1,"25,45"
264,11302,High School,Professional,M,S,0,3,3,4,121401,120,1,"25,45"
265,11303,High School,Professional,F,S,0,3,3,4,106090,75,1,"25,45"
266,11304,Partial College,Professional,F,M,1,0,3,3,95526,83,0,"25,45"
267,11305,Partial College,Professional,M,M,0,4,3,3,156297,137,0,"25,45"
268,11306,Partial College,Professional,M,M,0,4,3,3,171700,142,1,"25,45"
269,11307,Partial High School,Skilled Manual,M,M,1,2,0,2,114324,88,0,"25,45"
270,11308,High School,Professional,M,M,0,2,0,2,82817,75,0,"25,45"
271,11309,High School,Professional,F,S,1,2,0,2,72518,46,0,"25,45"
272,11310,Graduate Degree,Management,F,S,1,2,0,3,103232,51,1,"45,55"
273,11311,Graduate Degree,Management,F,S,0,2,0,3,88666,46,0,"45,55"
274,11312,Graduate Degree,Management,F,S,1,2,0,3,91177,51,0,"45,55"
275,11313,Graduate Degree,Management,M,S,1,2,0,3,101674,79,0,"45,55"
276,11314,Graduate Degree,Management,F,S,0,2,0,3,92491,51,1,"45,55"
277,11315,Graduate Degree,Management,F,S,0,2,0,3,100009,53,1,"45,55"
278,11316,Graduate Degree,Management,M,M,1,2,0,3,122242,83,0,"45,55"
279,11317,Partial College,Professional,F,S,0,2,0,3,45387,42,0,"45,55"
280,11318,Partial College,Professional,F,S,0,2,0,3,63473,47,0,"45,55"
281,11319,Graduate Degree,Management,F,M,0,2,0,4,99881,47,0,>=55
282,11320,Graduate Degree,Management,F,M,1,2,0,4,140771,50,0,>=55
283,11321,Bachelors ,Management,M,M,1,2,0,5,126955,76,0,>=55
284,11322,Bachelors ,Management,F,M,1,2,0,5,110304,52,0,>=55
285,11324,Bachelors ,Management,M,M,1,2,0,5,131143,78,0,>=55
286,11325,Bachelors ,Management,M,S,1,2,0,5,128035,72,0,>=55
287,11326,Bachelors ,Management,M,M,1,4,3,3,167552,117,1,>=55
288,11329,Bachelors ,Management,M,S,1,2,0,5,146838,71,0,>=55
289,11330,Graduate Degree,Management,M,M,1,1,4,4,184290,140,0,>=55
290,11333,Graduate Degree,Clerical,F,M,1,0,0,1,36399,51,0,"25,45"
291,11334,Bachelors ,Manual,F,M,1,0,0,1,26675,43,0,"25,45"
292,11335,Bachelors ,Manual,F,M,1,0,0,1,27831,42,0,"25,45"
293,11336,Graduate Degree,Clerical,M,M,1,0,0,1,58842,76,1,"25,45"
294,11337,Bachelors ,Manual,M,M,1,0,0,1,28641,69,0,"25,45"
295,11338,Graduate Degree,Clerical,M,M,1,0,0,1,58637,76,1,"25,45"
296,11339,Graduate Degree,Clerical,M,S,1,0,0,1,45259,65,0,"25,45"
297,11340,Graduate Degree,Clerical,F,M,1,0,0,1,28969,36,0,>=55
298,11341,Graduate Degree,Clerical,M,M,1,0,0,1,46868,61,0,>=55
299,11342,Graduate Degree,Clerical,M,M,1,0,0,5,72684,80,1,"25,45"
300,11343,Bachelors ,Manual,M,M,1,0,0,1,23353,63,0,"25,45"
301,11344,Partial College,Manual,F,M,1,0,0,1,30760,43,0,"25,45"
302,11345,Partial College,Manual,F,S,1,0,0,1,16168,33,0,"25,45"
303,11346,Partial College,Manual,F,S,1,1,0,2,27856,40,0,"25,45"
304,11347,Partial College,Manual,M,M,1,1,0,2,23130,61,0,"25,45"
305,11348,Partial College,Manual,M,M,1,1,0,2,34162,68,0,"25,45"
306,11349,Partial College,Manual,F,M,1,1,0,2,21535,37,0,"25,45"
307,11350,Graduate Degree,Clerical,F,M,1,0,0,1,62977,42,0,>=55
308,11351,Bachelors ,Clerical,F,S,1,0,0,1,25937,38,0,>=55
309,11352,Partial College,Manual,M,M,1,1,0,2,14242,58,0,>=55
310,11353,Bachelors ,Clerical,F,S,1,0,0,1,52894,41,0,>=55
311,11354,Partial College,Manual,F,M,1,0,0,1,13044,37,0,>=55
312,11355,Graduate Degree,Clerical,M,M,1,0,0,1,72297,75,0,>=55
313,11357,Partial College,Manual,M,S,0,1,0,0,14342,55,0,<25
314,11358,Partial College,Manual,F,S,0,1,0,0,31655,42,0,<25
315,11359,Partial College,Manual,M,S,0,1,0,0,18161,53,0,<25
316,11360,Partial College,Manual,M,S,1,1,0,0,22747,57,0,<25
317,11361,High School,Manual,F,M,1,2,0,0,11376,39,0,<25
318,11362,High School,Manual,M,M,0,2,0,0,20222,60,0,<25
319,11363,High School,Manual,M,S,0,2,0,0,25274,56,0,<25
320,11364,High School,Manual,F,S,0,0,1,1,13853,47,1,<25
321,11365,High School,Manual,F,S,0,0,1,1,19497,51,1,<25
322,11366,Bachelors ,Clerical,F,M,1,0,0,0,22319,38,0,<25
323,11367,Bachelors ,Clerical,M,M,1,0,0,0,41970,62,0,<25
324,11368,High School,Manual,M,S,0,0,1,1,27256,73,0,<25
325,11369,Bachelors ,Clerical,F,M,0,0,0,0,29302,44,0,<25
326,11370,Bachelors ,Clerical,F,M,1,0,0,0,25568,37,0,<25
327,11371,Bachelors ,Clerical,F,M,1,0,0,0,26344,41,0,<25
328,11372,Bachelors ,Clerical,F,S,1,0,0,0,35279,47,0,<25
329,11374,Bachelors ,Clerical,M,S,1,0,0,1,74697,69,1,>=55
330,11375,Bachelors ,Clerical,M,M,1,0,0,1,47277,68,0,>=55
331,11376,Graduate Degree,Clerical,M,S,1,0,0,1,65086,68,0,>=55
332,11378,High School,Manual,F,S,0,1,1,1,28411,48,0,"25,45"
333,11379,High School,Manual,M,M,1,1,1,1,16401,76,0,"25,45"
334,11380,Partial College,Manual,M,S,1,1,0,2,30357,64,0,"25,45"
335,11381,Partial College,Manual,F,M,1,1,0,2,11073,41,0,"25,45"
336,11382,Partial College,Manual,M,M,1,1,0,2,18715,62,0,"25,45"
337,11383,Graduate Degree,Clerical,F,M,1,0,0,3,59143,53,0,"25,45"
338,11384,Bachelors ,Clerical,F,M,1,0,0,3,55550,55,0,"25,45"
339,11385,Bachelors ,Clerical,M,S,1,0,0,3,55029,67,0,"25,45"
340,11386,Bachelors ,Clerical,F,M,1,0,0,3,42241,49,0,"25,45"
341,11387,Graduate Degree,Clerical,F,S,1,0,0,3,69335,40,1,"25,45"
342,11388,Graduate Degree,Clerical,M,M,1,0,0,3,76084,76,1,"25,45"
343,11389,High School,Manual,M,S,0,1,1,1,18210,66,0,"25,45"
344,11390,High School,Manual,F,S,0,1,1,1,22252,50,0,"25,45"
345,11391,High School,Manual,F,S,1,0,2,2,20896,54,1,"25,45"
346,11392,High School,Manual,M,S,1,0,2,2,19837,78,1,"25,45"
347,11393,High School,Manual,M,S,1,0,2,2,18666,79,0,"25,45"
